organism,subset,dose_uM,seed,quiescent_fraction,command_rate_hz,network_rate_hz
worm,gaba_potentiation|complex_i_block,3000.0,443,0.0,9.973958333333334,3.0431944444444445
worm,gaba_potentiation|snare_cooperativity,10.0,42,0.0,22.8515625,7.124583333333334
worm,gaba_potentiation|snare_cooperativity,10.0,137,0.0,22.0078125,6.934722222222222
worm,gaba_potentiation|snare_cooperativity,10.0,219,0.0,22.861979166666668,7.183333333333334
worm,gaba_potentiation|snare_cooperativity,10.0,331,0.0,22.864583333333332,7.142222222222222
worm,gaba_potentiation|snare_cooperativity,10.0,443,0.0,23.575520833333332,7.362361111111111
worm,gaba_potentiation|snare_cooperativity,30.0,42,0.0,21.729166666666668,6.679444444444444
worm,gaba_potentiation|snare_cooperativity,30.0,137,0.0,20.572916666666668,6.439027777777778
worm,gaba_potentiation|snare_cooperativity,30.0,219,0.0,21.934895833333332,6.802361111111111
worm,gaba_potentiation|snare_cooperativity,30.0,331,0.0,21.361979166666668,6.58375
worm,gaba_potentiation|snare_cooperativity,30.0,443,0.0,21.65625,6.706527777777778
worm,gaba_potentiation|snare_cooperativity,100.0,42,0.0,18.0703125,5.384722222222222
worm,gaba_potentiation|snare_cooperativity,100.0,137,0.0,16.768229166666668,5.088611111111111
worm,gaba_potentiation|snare_cooperativity,100.0,219,0.0,17.325520833333332,5.235138888888889
worm,gaba_potentiation|snare_cooperativity,100.0,331,0.0,17.833333333333332,5.3308333333333335
worm,gaba_potentiation|snare_cooperativity,100.0,443,0.0,17.760416666666668,5.335555555555556
worm,gaba_potentiation|snare_cooperativity,200.0,42,0.0,14.270833333333334,4.1561111111111115
worm,gaba_potentiation|snare_cooperativity,200.0,137,0.0,13.432291666666666,3.959861111111111
worm,gaba_potentiation|snare_cooperativity,200.0,219,0.0,13.8828125,4.075833333333334
worm,gaba_potentiation|snare_cooperativity,200.0,331,0.0,13.4765625,3.9498611111111113
worm,gaba_potentiation|snare_cooperativity,200.0,443,0.0,13.872395833333334,4.069583333333333
worm,gaba_potentiation|snare_cooperativity,350.0,42,0.0,10.9453125,3.1133333333333333
worm,gaba_potentiation|snare_cooperativity,350.0,137,0.020833333333333332,10.2734375,2.9644444444444447
worm,gaba_potentiation|snare_cooperativity,350.0,219,0.0,10.875,3.1220833333333333
worm,gaba_potentiation|snare_cooperativity,350.0,331,0.0,10.669270833333334,3.0322222222222224
worm,gaba_potentiation|snare_cooperativity,350.0,443,0.0,10.783854166666666,3.071111111111111
worm,gaba_potentiation|snare_cooperativity,500.0,42,0.0,8.911458333333334,2.520277777777778
worm,gaba_potentiation|snare_cooperativity,500.0,137,0.020833333333333332,8.317708333333334,2.3991666666666664
worm,gaba_potentiation|snare_cooperativity,500.0,219,0.0,9.1953125,2.5908333333333333
worm,gaba_potentiation|snare_cooperativity,1000.0,219,0.041666666666666664,6.427083333333333,1.8455555555555556
worm,gaba_potentiation|snare_cooperativity,1000.0,331,0.0625,6.302083333333333,1.8022222222222222
worm,gaba_potentiation|snare_cooperativity,1000.0,443,0.0625,6.161458333333333,1.7619444444444445
worm,gaba_potentiation|snare_cooperativity,3000.0,42,0.1875,4.578125,1.3354166666666667
worm,gaba_potentiation|snare_cooperativity,500.0,331,0.0,8.796875,2.499861111111111
worm,gaba_potentiation|snare_cooperativity,500.0,443,0.0,8.927083333333334,2.5033333333333334
worm,gaba_potentiation|snare_cooperativity,1000.0,42,0.041666666666666664,6.395833333333333,1.8069444444444445
worm,gaba_potentiation|snare_cooperativity,1000.0,137,0.08333333333333333,5.8828125,1.728888888888889
worm,gaba_potentiation|nca_block,10.0,42,0.0,23.4453125,7.3375
worm,gaba_potentiation|nca_block,10.0,137,0.0,22.4609375,7.1073611111111115
worm,gaba_potentiation|nca_block,10.0,219,0.0,23.276041666666668,7.334583333333334
worm,gaba_potentiation|nca_block,10.0,331,0.0,22.885416666666668,7.19375
worm,gaba_potentiation|snare_cooperativity,3000.0,137,0.3333333333333333,3.9921875,1.261111111111111
worm,gaba_potentiation|snare_cooperativity,3000.0,219,0.2916666666666667,4.359375,1.345
worm,gaba_potentiation|snare_cooperativity,3000.0,331,0.14583333333333334,4.471354166666667,1.334861111111111
worm,gaba_potentiation|snare_cooperativity,3000.0,443,0.3125,4.138020833333333,1.281111111111111
worm,gaba_potentiation|nca_block,200.0,137,0.0,17.861979166666668,5.588333333333333
worm,gaba_potentiation|nca_block,200.0,219,0.0,18.9453125,5.924722222222222
worm,gaba_potentiation|nca_block,200.0,331,0.0,18.4453125,5.754166666666666
worm,gaba_potentiation|nca_block,200.0,443,0.0,18.630208333333332,5.8
worm,gaba_potentiation|nca_block,10.0,443,0.0,23.6640625,7.423472222222222
worm,gaba_potentiation|nca_block,30.0,42,0.0,22.846354166666668,7.131944444444445
worm,gaba_potentiation|nca_block,30.0,137,0.0,21.802083333333332,6.8654166666666665
worm,gaba_potentiation|nca_block,30.0,219,0.0,22.46875,7.066111111111111
worm,gaba_potentiation|nca_block,30.0,331,0.0,22.127604166666668,6.941944444444444
worm,gaba_potentiation|nca_block,30.0,443,0.0,22.8359375,7.164444444444444
worm,gaba_potentiation|nca_block,100.0,42,0.0,20.4609375,6.364722222222222
worm,gaba_potentiation|nca_block,100.0,137,0.0,19.408854166666668,6.1161111111111115
worm,gaba_potentiation|nca_block,350.0,42,0.0,17.291666666666668,5.333472222222222
worm,gaba_potentiation|nca_block,350.0,137,0.0,16.494791666666668,5.145277777777777
worm,gaba_potentiation|nca_block,350.0,219,0.0,17.635416666666668,5.477083333333334
worm,gaba_potentiation|nca_block,350.0,331,0.0,16.4453125,5.1154166666666665
worm,gaba_potentiation|nca_block,100.0,219,0.0,20.9453125,6.5625
worm,gaba_potentiation|nca_block,100.0,331,0.0,20.088541666666668,6.282638888888889
worm,gaba_potentiation|nca_block,100.0,443,0.0,21.184895833333332,6.575138888888889
worm,gaba_potentiation|nca_block,200.0,42,0.0,18.598958333333332,5.775416666666667
worm,gaba_potentiation|nca_block,350.0,443,0.0,17.033854166666668,5.271388888888889
worm,gaba_potentiation|nca_block,500.0,42,0.0,16.182291666666668,4.987777777777778
worm,gaba_potentiation|nca_block,500.0,137,0.0,15.197916666666666,4.725
worm,gaba_potentiation|nca_block,500.0,219,0.0,16.596354166666668,5.1251388888888885
worm,gaba_potentiation|nca_block,500.0,331,0.0,15.2890625,4.754861111111111
worm,gaba_potentiation|nca_block,500.0,443,0.0,15.778645833333334,4.880972222222222
worm,gaba_potentiation|nca_block,1000.0,42,0.0,14.627604166666666,4.493611111111111
worm,gaba_potentiation|nca_block,1000.0,137,0.0,13.526041666666666,4.2068055555555555
worm,gaba_potentiation|nca_block,3000.0,137,0.0,12.255208333333334,3.7776388888888888
worm,gaba_potentiation|nca_block,3000.0,219,0.0,13.440104166666666,4.119861111111111
worm,gaba_potentiation|nca_block,3000.0,331,0.020833333333333332,12.932291666666666,3.9788888888888887
worm,gaba_potentiation|nca_block,3000.0,443,0.0,12.940104166666666,3.9568055555555555
worm,gaba_potentiation|nachr_antagonism,10.0,42,0.0,23.453125,7.3381944444444445
worm,gaba_potentiation|nachr_antagonism,10.0,137,0.0,22.427083333333332,7.098333333333334
worm,gaba_potentiation|nachr_antagonism,10.0,219,0.0,23.25,7.330972222222222
worm,gaba_potentiation|nachr_antagonism,10.0,331,0.0,22.9453125,7.213472222222222
worm,gaba_potentiation|nca_block,1000.0,219,0.0,15.096354166666666,4.6281944444444445
worm,gaba_potentiation|nca_block,1000.0,331,0.0,13.9765625,4.337777777777778
worm,gaba_potentiation|nca_block,1000.0,443,0.0,14.533854166666666,4.461944444444445
worm,gaba_potentiation|nca_block,3000.0,42,0.0,13.078125,4.005972222222222
worm,gaba_potentiation|nachr_antagonism,200.0,137,0.0,18.361979166666668,5.77625
worm,gaba_potentiation|nachr_antagonism,200.0,219,0.0,19.736979166666668,6.1779166666666665
worm,gaba_potentiation|nachr_antagonism,200.0,331,0.0,18.783854166666668,5.877777777777778
worm,gaba_potentiation|nachr_antagonism,200.0,443,0.0,19.5625,6.088888888888889
worm,gaba_potentiation|nachr_antagonism,100.0,219,0.0,21.177083333333332,6.643194444444444
worm,gaba_potentiation|nachr_antagonism,100.0,331,0.0,20.5703125,6.4286111111111115
worm,gaba_potentiation|nachr_antagonism,100.0,443,0.0,21.484375,6.692916666666667
worm,gaba_potentiation|nachr_antagonism,200.0,42,0.0,19.322916666666668,5.98625
worm,gaba_potentiation|nachr_antagonism,10.0,443,0.0,23.729166666666668,7.447638888888889
worm,gaba_potentiation|nachr_antagonism,30.0,42,0.0,22.8125,7.127222222222223
worm,gaba_potentiation|nachr_antagonism,30.0,137,0.0,21.9296875,6.910138888888889
worm,gaba_potentiation|nachr_antagonism,30.0,219,0.0,22.770833333333332,7.155277777777778
worm,gaba_potentiation|nachr_antagonism,30.0,331,0.0,22.192708333333332,6.96375
worm,gaba_potentiation|nachr_antagonism,30.0,443,0.0,22.893229166666668,7.181111111111111
worm,gaba_potentiation|nachr_antagonism,100.0,42,0.0,21.0703125,6.543611111111111
worm,gaba_potentiation|nachr_antagonism,100.0,137,0.0,19.703125,6.220277777777778
worm,gaba_potentiation|nachr_antagonism,500.0,331,0.0,16.4140625,5.10375
worm,gaba_potentiation|nachr_antagonism,500.0,443,0.0,16.940104166666668,5.243888888888889
worm,gaba_potentiation|nachr_antagonism,1000.0,42,0.0,15.770833333333334,4.852083333333334
worm,gaba_potentiation|nachr_antagonism,1000.0,137,0.0,14.9375,4.627777777777778
worm,gaba_potentiation|nachr_antagonism,350.0,42,0.0,17.736979166666668,5.483055555555556
worm,gaba_potentiation|nachr_antagonism,350.0,137,0.0,16.903645833333332,5.274444444444445
worm,gaba_potentiation|nachr_antagonism,350.0,219,0.0,18.419270833333332,5.740833333333334
worm,gaba_potentiation|nachr_antagonism,350.0,331,0.0,17.286458333333332,5.386111111111111
worm,gaba_potentiation|nachr_antagonism,350.0,443,0.0,18.013020833333332,5.594305555555556
worm,gaba_potentiation|nachr_antagonism,500.0,42,0.0,17.21875,5.310138888888889
worm,gaba_potentiation|nachr_antagonism,500.0,137,0.0,16.458333333333332,5.128055555555555
worm,gaba_potentiation|nachr_antagonism,500.0,219,0.0,17.627604166666668,5.47
worm,gaba_potentiation|nachr_antagonism,3000.0,137,0.0,13.377604166666666,4.154305555555555
worm,gaba_potentiation|nachr_antagonism,3000.0,219,0.0,14.713541666666666,4.520972222222222
worm,gaba_potentiation|nachr_antagonism,3000.0,331,0.0,13.776041666666666,4.279166666666667
worm,gaba_potentiation|nachr_antagonism,3000.0,443,0.0,14.2109375,4.372083333333333
worm,gaba_potentiation|nachr_antagonism,1000.0,219,0.0,15.911458333333334,4.913194444444445
worm,gaba_potentiation|nachr_antagonism,1000.0,331,0.0,15.1953125,4.7098611111111115
worm,gaba_potentiation|nachr_antagonism,1000.0,443,0.0,15.309895833333334,4.725138888888889
worm,gaba_potentiation|nachr_antagonism,3000.0,42,0.0,14.450520833333334,4.438055555555556
worm,gaba_potentiation|glucl_potentiation,10.0,443,0.0,23.794270833333332,7.47125
worm,gaba_potentiation|glucl_potentiation,30.0,42,0.0,23.072916666666668,7.208472222222222
worm,gaba_potentiation|glucl_potentiation,30.0,137,0.0,22.184895833333332,6.998194444444445
worm,gaba_potentiation|glucl_potentiation,30.0,219,0.0,23.114583333333332,7.272083333333334
worm,gaba_potentiation|glucl_potentiation,10.0,42,0.0,23.375,7.326388888888889
worm,gaba_potentiation|glucl_potentiation,10.0,137,0.0,22.481770833333332,7.117361111111111
worm,gaba_potentiation|glucl_potentiation,10.0,219,0.0,23.252604166666668,7.327638888888889
worm,gaba_potentiation|glucl_potentiation,10.0,331,0.0,23.158854166666668,7.278472222222222
worm,gaba_potentiation|glucl_potentiation,100.0,219,0.0,21.622395833333332,6.789305555555556
worm,gaba_potentiation|glucl_potentiation,100.0,331,0.0,20.958333333333332,6.57375
worm,gaba_potentiation|glucl_potentiation,100.0,443,0.0,21.888020833333332,6.841111111111111
worm,gaba_potentiation|glucl_potentiation,200.0,42,0.0,20.078125,6.2444444444444445
worm,gaba_potentiation|glucl_potentiation,30.0,331,0.0,22.458333333333332,7.060416666666667
worm,gaba_potentiation|glucl_potentiation,30.0,443,0.0,23.15625,7.260833333333333
worm,gaba_potentiation|glucl_potentiation,100.0,42,0.0,21.8828125,6.809166666666667
worm,gaba_potentiation|glucl_potentiation,100.0,137,0.0,20.197916666666668,6.3902777777777775
worm,gaba_potentiation|glucl_potentiation,350.0,42,0.0,19.080729166666668,5.914027777777778
worm,gaba_potentiation|glucl_potentiation,350.0,137,0.0,17.984375,5.641388888888889
worm,gaba_potentiation|glucl_potentiation,350.0,219,0.0,19.338541666666668,6.051944444444445
worm,gaba_potentiation|glucl_potentiation,350.0,331,0.0,18.515625,5.7844444444444445
worm,gaba_potentiation|glucl_potentiation,200.0,137,0.0,19.2734375,6.0525
worm,gaba_potentiation|glucl_potentiation,200.0,219,0.0,20.5859375,6.4534722222222225
worm,gaba_potentiation|glucl_potentiation,200.0,331,0.0,19.8671875,6.210138888888889
worm,gaba_potentiation|glucl_potentiation,200.0,443,0.0,20.825520833333332,6.456944444444445
worm,gaba_potentiation|glucl_potentiation,500.0,331,0.0,17.875,5.560972222222222
worm,gaba_potentiation|glucl_potentiation,500.0,443,0.0,18.361979166666668,5.710277777777778
worm,gaba_potentiation|glucl_potentiation,1000.0,42,0.0,17.182291666666668,5.3
worm,gaba_potentiation|glucl_potentiation,1000.0,137,0.0,16.278645833333332,5.078055555555555
worm,gaba_potentiation|glucl_potentiation,350.0,443,0.0,19.192708333333332,5.967638888888889
worm,gaba_potentiation|glucl_potentiation,500.0,42,0.0,17.984375,5.578888888888889
worm,gaba_potentiation|glucl_potentiation,500.0,137,0.0,17.40625,5.4286111111111115
worm,gaba_potentiation|glucl_potentiation,500.0,219,0.0,18.791666666666668,5.860833333333333
worm,gaba_potentiation|glucl_potentiation,1000.0,219,0.0,17.635416666666668,5.473333333333334
worm,gaba_potentiation|glucl_potentiation,1000.0,331,0.0,16.236979166666668,5.052638888888889
worm,gaba_potentiation|glucl_potentiation,1000.0,443,0.0,16.927083333333332,5.237916666666667
worm,gaba_potentiation|glucl_potentiation,3000.0,42,0.0,15.671875,4.82875
worm,gaba_potentiation|glucl_potentiation,3000.0,137,0.0,15.091145833333334,4.6775
worm,gaba_potentiation|glucl_potentiation,3000.0,219,0.0,16.0546875,4.957361111111111
worm,gaba_potentiation|glucl_potentiation,3000.0,331,0.0,15.231770833333334,4.729027777777778
worm,gaba_potentiation|glucl_potentiation,3000.0,443,0.0,15.536458333333334,4.800277777777778
worm,k2p_potentiation|complex_i_block,10.0,42,0.0,23.184895833333332,7.245416666666666
worm,k2p_potentiation|complex_i_block,10.0,137,0.0,22.2734375,7.027777777777778
worm,k2p_potentiation|complex_i_block,10.0,219,0.0,23.151041666666668,7.285555555555556
worm,k2p_potentiation|complex_i_block,10.0,331,0.0,22.53125,7.078611111111111
worm,k2p_potentiation|complex_i_block,10.0,443,0.0,23.283854166666668,7.302222222222222
worm,k2p_potentiation|complex_i_block,30.0,42,0.0,22.075520833333332,6.890416666666667
worm,k2p_potentiation|complex_i_block,30.0,137,0.0,20.786458333333332,6.562777777777778
worm,k2p_potentiation|complex_i_block,30.0,219,0.0,21.841145833333332,6.861944444444444
worm,k2p_potentiation|complex_i_block,200.0,137,0.0,15.604166666666666,4.854861111111111
worm,k2p_potentiation|complex_i_block,200.0,219,0.0,17.052083333333332,5.267777777777778
worm,k2p_potentiation|complex_i_block,200.0,331,0.0,15.768229166666666,4.908472222222223
worm,k2p_potentiation|complex_i_block,200.0,443,0.0,16.072916666666668,4.978194444444444
worm,k2p_potentiation|complex_i_block,30.0,331,0.0,21.309895833333332,6.6809722222222225
worm,k2p_potentiation|complex_i_block,30.0,443,0.0,22.174479166666668,6.948611111111111
worm,k2p_potentiation|complex_i_block,100.0,42,0.0,18.9921875,5.886111111111111
worm,k2p_potentiation|complex_i_block,100.0,137,0.0,17.9140625,5.6130555555555555
worm,k2p_potentiation|complex_i_block,100.0,219,0.0,19.223958333333332,6.013055555555556
worm,k2p_potentiation|complex_i_block,100.0,331,0.0,18.4609375,5.767777777777778
worm,k2p_potentiation|complex_i_block,100.0,443,0.0,18.796875,5.860555555555556
worm,k2p_potentiation|complex_i_block,200.0,42,0.0,16.684895833333332,5.135694444444445
worm,k2p_potentiation|complex_i_block,350.0,443,0.0,14.5546875,4.472361111111111
worm,k2p_potentiation|complex_i_block,500.0,42,0.0,13.2421875,4.07125
worm,k2p_potentiation|complex_i_block,500.0,137,0.0,12.567708333333334,3.8833333333333333
worm,k2p_potentiation|complex_i_block,500.0,219,0.0,13.697916666666666,4.215138888888889
worm,k2p_potentiation|complex_i_block,500.0,331,0.020833333333333332,13.484375,4.145138888888889
worm,k2p_potentiation|complex_i_block,500.0,443,0.0,13.481770833333334,4.127638888888889
worm,k2p_potentiation|complex_i_block,1000.0,42,0.0,11.552083333333334,3.5408333333333335
worm,k2p_potentiation|complex_i_block,1000.0,137,0.0,11.080729166666666,3.4009722222222223
worm,k2p_potentiation|complex_i_block,3000.0,137,0.0,9.888020833333334,3.008888888888889
worm,k2p_potentiation|complex_i_block,3000.0,219,0.0,11.106770833333334,3.35875
worm,k2p_potentiation|complex_i_block,3000.0,331,0.020833333333333332,10.515625,3.182361111111111
worm,k2p_potentiation|complex_i_block,3000.0,443,0.0,9.9453125,3.031111111111111
worm,k2p_potentiation|complex_i_block,1000.0,219,0.0,12.0078125,3.6686111111111113
worm,k2p_potentiation|complex_i_block,1000.0,331,0.020833333333333332,11.744791666666666,3.585277777777778
worm,k2p_potentiation|complex_i_block,1000.0,443,0.0,11.736979166666666,3.5768055555555556
worm,k2p_potentiation|complex_i_block,3000.0,42,0.0,10.690104166666666,3.235138888888889
worm,k2p_potentiation|complex_i_block,350.0,42,0.0,14.6796875,4.510694444444445
worm,k2p_potentiation|complex_i_block,350.0,137,0.0,13.578125,4.223055555555556
worm,k2p_potentiation|complex_i_block,350.0,219,0.0,15.067708333333334,4.624722222222222
worm,k2p_potentiation|complex_i_block,350.0,331,0.0,14.0,4.347777777777778
worm,k2p_potentiation|snare_cooperativity,10.0,42,0.0,22.833333333333332,7.1177777777777775
worm,k2p_potentiation|snare_cooperativity,10.0,137,0.0,21.966145833333332,6.9181944444444445
worm,k2p_potentiation|snare_cooperativity,10.0,219,0.0,22.8671875,7.181527777777778
worm,k2p_potentiation|snare_cooperativity,10.0,331,0.0,22.75,7.1066666666666665
worm,k2p_potentiation|snare_cooperativity,30.0,331,0.0,21.096354166666668,6.505277777777778
worm,k2p_potentiation|snare_cooperativity,30.0,443,0.0,21.580729166666668,6.678888888888889
worm,k2p_potentiation|snare_cooperativity,100.0,42,0.0,17.869791666666668,5.328888888888889
worm,k2p_potentiation|snare_cooperativity,100.0,137,0.0,16.427083333333332,4.982638888888889
