organism,subset,compound,dose_uM,seed,quiescent_fraction,command_rate_hz,network_rate_hz
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,trans_12_dichloroethylene,1000.0,42,0.0,22.46875,7.0193055555555555
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,trans_12_dichloroethylene,1000.0,137,0.0,21.510416666666668,6.783055555555555
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,trans_12_dichloroethylene,1000.0,219,0.0,22.3046875,7.011388888888889
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,trans_12_dichloroethylene,1000.0,331,0.0,21.885416666666668,6.861944444444444
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,trans_12_dichloroethylene,1000.0,443,0.0,22.747395833333332,7.124444444444444
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,trans_12_dichloroethylene,10000.0,331,0.0,18.947916666666668,5.9325
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,trans_12_dichloroethylene,10000.0,443,0.0,19.859375,6.179861111111111
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,trans_12_dichloroethylene,30000.0,42,0.0,18.640625,5.78375
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,trans_12_dichloroethylene,30000.0,137,0.0,17.864583333333332,5.5881944444444445
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,trans_12_dichloroethylene,30000.0,219,0.0,18.9453125,5.924722222222222
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,trans_12_dichloroethylene,30000.0,331,0.0,18.453125,5.756666666666667
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,trans_12_dichloroethylene,30000.0,443,0.0,18.635416666666668,5.8025
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,30.0,42,0.0,23.416666666666668,7.349583333333333
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,300.0,331,0.0,23.018229166666668,7.234166666666667
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,300.0,443,0.0,23.765625,7.462916666666667
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,1000.0,42,0.0,22.981770833333332,7.175833333333333
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,1000.0,137,0.0,22.114583333333332,6.974444444444444
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,1000.0,219,0.0,22.815104166666668,7.17625
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,1000.0,331,0.0,22.21875,6.977916666666666
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,1000.0,443,0.0,23.057291666666668,7.233194444444444
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,3000.0,42,0.0,21.973958333333332,6.841388888888889
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,137,0.0,17.924479166666668,5.595416666666667
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,219,0.0,19.299479166666668,5.9775
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,331,0.0,18.515625,5.739166666666667
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,443,0.0,19.6484375,6.024305555555555
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,300.0,42,0.0,13.005208333333334,3.8879166666666665
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,300.0,137,0.0,12.278645833333334,3.716666666666667
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,300.0,219,0.0,13.4765625,4.025138888888889
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,300.0,331,0.0,12.6328125,3.8248611111111113
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,30.0,137,0.0,22.9453125,7.266111111111111
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,30.0,219,0.0,23.434895833333332,7.381805555555555
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,30.0,331,0.0,23.3515625,7.341527777777777
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,30.0,443,0.0,24.119791666666668,7.563194444444444
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,100.0,42,0.0,23.4296875,7.344305555555556
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,100.0,137,0.0,22.700520833333332,7.192083333333334
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,100.0,219,0.0,23.286458333333332,7.3348611111111115
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,100.0,331,0.0,23.1875,7.289166666666667
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,100.0,443,0.0,24.169270833333332,7.5744444444444445
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,300.0,42,0.0,23.4375,7.337777777777778
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,300.0,137,0.0,22.5,7.122083333333333
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,300.0,219,0.0,23.3359375,7.35125
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,3000.0,137,0.0,20.2265625,6.402361111111111
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,3000.0,219,0.0,21.606770833333332,6.789861111111111
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,3000.0,331,0.0,20.950520833333332,6.571805555555556
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,3000.0,443,0.0,21.973958333333332,6.876805555555555
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,10000.0,443,0.0,20.361979166666668,6.332083333333333
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,30000.0,42,0.0,19.109375,5.922361111111111
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,30000.0,137,0.0,17.955729166666668,5.635555555555555
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,30000.0,219,0.0,19.354166666666668,6.053472222222222
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,10000.0,42,0.0,20.018229166666668,6.220972222222223
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,10000.0,137,0.0,19.005208333333332,5.958055555555555
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,10000.0,219,0.0,20.252604166666668,6.36125
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,10000.0,331,0.0,19.489583333333332,6.097777777777778
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,30000.0,331,0.0,18.515625,5.784722222222222
worm,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,hexafluoroethane,30000.0,443,0.0,19.234375,5.978611111111111
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,42,0.0,22.283854166666668,6.921666666666667
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,137,0.0,21.2734375,6.6994444444444445
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,219,0.0,22.268229166666668,6.97375
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,331,0.0,21.807291666666668,6.814444444444445
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30.0,443,0.0,22.53125,7.046111111111111
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,100.0,42,0.0,18.778645833333332,5.794583333333334
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,300.0,443,0.0,12.890625,3.854722222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,1000.0,42,0.041666666666666664,6.260416666666667,1.7702777777777778
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,1000.0,137,0.08333333333333333,5.953125,1.6955555555555555
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,1000.0,219,0.041666666666666664,6.416666666666667,1.8177777777777777
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,1000.0,331,0.0625,6.192708333333333,1.7522222222222221
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,1000.0,443,0.125,5.609375,1.6325
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,42,0.5208333333333334,2.9817708333333335,0.8130555555555555
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,137,0.5625,2.5911458333333335,0.7501388888888889
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,219,0.4791666666666667,3.21875,0.8795833333333334
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,331,0.4166666666666667,3.2421875,0.8698611111111111
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,3000.0,443,0.7708333333333334,2.3020833333333335,0.7019444444444445
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,42,0.8333333333333334,1.6822916666666667,0.48944444444444446
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,137,0.9166666666666666,1.5625,0.47125
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,219,0.7708333333333334,1.7421875,0.5083333333333333
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,331,0.7291666666666666,2.09375,0.5640277777777778
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,10000.0,443,0.9166666666666666,1.2630208333333333,0.4419444444444444
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,137,0.0,22.885416666666668,7.247222222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,219,0.0,23.432291666666668,7.3838888888888885
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,331,0.0,23.416666666666668,7.359583333333333
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,443,0.0,24.098958333333332,7.560555555555555
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,219,0.0,23.432291666666668,7.3838888888888885
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,331,0.0,23.416666666666668,7.359583333333333
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,443,0.0,24.098958333333332,7.560555555555555
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,42,0.0,23.471354166666668,7.361666666666666
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30.0,42,0.0,23.471354166666668,7.361666666666666
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30.0,137,0.0,22.885416666666668,7.247222222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30.0,219,0.0,23.432291666666668,7.3838888888888885
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30.0,331,0.0,23.416666666666668,7.359583333333333
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30.0,443,0.0,24.098958333333332,7.560555555555555
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,100.0,42,0.0,23.471354166666668,7.361666666666666
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,100.0,137,0.0,22.885416666666668,7.247222222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,100.0,219,0.0,23.432291666666668,7.3838888888888885
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30000.0,42,0.9375,1.4583333333333333,0.4280555555555556
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30000.0,137,0.9166666666666666,1.3489583333333333,0.41055555555555556
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30000.0,219,0.7916666666666666,1.5651041666666667,0.4552777777777778
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30000.0,331,0.8125,1.6875,0.4698611111111111
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,cis_12_dichloroethylene,30000.0,443,0.9583333333333334,1.0364583333333333,0.37875
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,42,0.0,23.471354166666668,7.361666666666666
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,137,0.0,22.885416666666668,7.247222222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,219,0.0,23.432291666666668,7.3838888888888885
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,331,0.0,23.416666666666668,7.359583333333333
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,443,0.0,24.098958333333332,7.560555555555555
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,42,0.0,23.471354166666668,7.361666666666666
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,137,0.0,22.885416666666668,7.247222222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,42,0.0,23.471354166666668,7.361666666666666
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,137,0.0,22.885416666666668,7.247222222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,219,0.0,23.432291666666668,7.3838888888888885
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,331,0.0,23.416666666666668,7.359583333333333
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,137,0.0,22.885416666666668,7.247222222222222
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,219,0.0,23.432291666666668,7.3838888888888885
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,331,0.0,23.416666666666668,7.359583333333333
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,443,0.0,24.098958333333332,7.560555555555555
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,219,0.0,23.432291666666668,7.3838888888888885
worm,gaba_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,331,0.0,23.416666666666668,7.359583333333333
